"y","id","line","treat"
58.0436551037517,15,"MO005","EOD-FR"
62.2660734805079,15,"MO005","EOD-FR"
67.6866178937559,15,"MO005","EOD-FR"
59.782054511205,15,"MO005","EOD-FR"
68.4165226795267,16,"MO005","EOD-FR"
69.8278338199454,16,"MO005","EOD-FR"
59.7809498868988,16,"MO005","EOD-FR"
64.44752647036,16,"MO005","EOD-FR"
53.9889603894831,17,"MO007","Control"
57.7334240387266,17,"MO007","Control"
57.7608662679144,17,"MO007","Control"
58.2257264009358,17,"MO007","Control"
56.153649841968,18,"MO007","Control"
56.0791236404422,18,"MO007","Control"
52.7453653276094,18,"MO007","Control"
55.5776870466199,18,"MO007","Control"
51.4409559212369,19,"MO007","Control"
54.2124061457061,19,"MO007","Control"
NA,19,"MO007","Control"
NA,19,"MO007","Control"
54.8062270635826,20,"MO007","Control"
51.9164311587601,20,"MO007","Control"
NA,20,"MO007","Control"
NA,20,"MO007","Control"
60.1065642409472,21,"MO007","EOD-FR"
NA,21,"MO007","EOD-FR"
NA,21,"MO007","EOD-FR"
NA,21,"MO007","EOD-FR"
58.328664952214,22,"MO007","EOD-FR"
68.256630662238,22,"MO007","EOD-FR"
53.4185039525481,22,"MO007","EOD-FR"
64.8222788233173,22,"MO007","EOD-FR"
66.4477373673671,23,"MO007","EOD-FR"
61.0489043401873,23,"MO007","EOD-FR"
60.4175065365802,23,"MO007","EOD-FR"
58.9794038422556,23,"MO007","EOD-FR"
61.4540671181654,24,"MO007","EOD-FR"
68.8206616741016,24,"MO007","EOD-FR"
66.3252662429388,24,"MO007","EOD-FR"
NA,24,"MO007","EOD-FR"
70.4128772841299,25,"MO008","Control"
66.5571869149367,25,"MO008","Control"
69.1393708315945,25,"MO008","Control"
72.6406117790656,25,"MO008","Control"
77.2896029746,26,"MO008","Control"
72.6880362235069,26,"MO008","Control"
84.269996829202,26,"MO008","Control"
NA,26,"MO008","Control"
78.0967116042323,27,"MO008","Control"
80.2203772141411,27,"MO008","Control"
75.3306850332694,27,"MO008","Control"
NA,27,"MO008","Control"
72.8020233129988,28,"MO008","Control"
71.2327369469001,28,"MO008","Control"
66.6157754960345,28,"MO008","Control"
64.8455638627513,28,"MO008","Control"
78.7611113429745,29,"MO008","EOD-FR"
82.7659656621455,29,"MO008","EOD-FR"
86.5655901442167,29,"MO008","EOD-FR"
NA,29,"MO008","EOD-FR"
76.5536882959959,30,"MO008","EOD-FR"
83.715080127358,30,"MO008","EOD-FR"
82.2543452846736,30,"MO008","EOD-FR"
NA,30,"MO008","EOD-FR"
82.5037058520694,31,"MO008","EOD-FR"
80.504180181538,31,"MO008","EOD-FR"
82.5181144251626,31,"MO008","EOD-FR"
80.7699373468962,31,"MO008","EOD-FR"
73.3439648580221,32,"MO008","EOD-FR"
78.2048033844516,32,"MO008","EOD-FR"
80.0190057649946,32,"MO008","EOD-FR"
81.3752779366164,32,"MO008","EOD-FR"
92.6722404208362,33,"MO012","Control"
NA,33,"MO012","Control"
NA,33,"MO012","Control"
NA,33,"MO012","Control"
106.044424624157,34,"MO012","EOD-FR"
113.454407025139,34,"MO012","EOD-FR"
113.995516456619,34,"MO012","EOD-FR"
114.874824699583,34,"MO012","EOD-FR"
46.160744594268,35,"MO014","Control"
49.1712704062214,35,"MO014","Control"
48.7272722920526,35,"MO014","Control"
NA,35,"MO014","Control"
40.0381024535267,36,"MO014","Control"
46.4211615126772,36,"MO014","Control"
43.658010846422,36,"MO014","Control"
40.1294086584451,36,"MO014","Control"
50.2262895697723,37,"MO014","Control"
42.7354371145612,37,"MO014","Control"
43.2219434982084,37,"MO014","Control"
45.0814927804883,37,"MO014","Control"
48.7426412419448,38,"MO014","Control"
46.6930730331207,38,"MO014","Control"
49.3670272887629,38,"MO014","Control"
42.6252576076913,38,"MO014","Control"
57.8338467462754,39,"MO014","EOD-FR"
62.6267546346247,39,"MO014","EOD-FR"
52.0539481826723,39,"MO014","EOD-FR"
53.6163404102153,39,"MO014","EOD-FR"
55.9888756506382,40,"MO014","EOD-FR"
59.2576802431537,40,"MO014","EOD-FR"
52.854410824662,40,"MO014","EOD-FR"
56.2835952353694,40,"MO014","EOD-FR"
52.2685799947074,41,"MO014","EOD-FR"
57.5995546201702,41,"MO014","EOD-FR"
64.7156885792702,41,"MO014","EOD-FR"
NA,41,"MO014","EOD-FR"
61.5551272292229,42,"MO014","EOD-FR"
52.7008491498609,42,"MO014","EOD-FR"
60.3100521051718,42,"MO014","EOD-FR"
53.607109830105,42,"MO014","EOD-FR"
58.5998409864275,43,"MO015","Control"
61.3601275578673,43,"MO015","Control"
55.7518769586622,43,"MO015","Control"
54.4265139838672,43,"MO015","Control"
57.2546956387841,44,"MO015","Control"
54.0998709974606,44,"MO015","Control"
57.8470430763425,44,"MO015","Control"
54.7389354066705,44,"MO015","Control"
60.5517813987029,45,"MO015","Control"
55.4986329691901,45,"MO015","Control"
63.0459269159182,45,"MO015","Control"
57.4625920930788,45,"MO015","Control"
58.390259798276,46,"MO015","Control"
59.7797838368005,46,"MO015","Control"
57.4767910699608,46,"MO015","Control"
54.4540187084281,46,"MO015","Control"
53.3238679503713,47,"MO015","EOD-FR"
66.5088503837397,47,"MO015","EOD-FR"
60.1717463966494,47,"MO015","EOD-FR"
55.0415550998518,47,"MO015","EOD-FR"
64.3971436949223,48,"MO015","EOD-FR"
62.631113649066,48,"MO015","EOD-FR"
65.7699933218958,48,"MO015","EOD-FR"
59.026215329887,48,"MO015","EOD-FR"
57.2427560498109,49,"MO015","EOD-FR"
58.4614883952009,49,"MO015","EOD-FR"
56.7027789636649,49,"MO015","EOD-FR"
56.849246162402,49,"MO015","EOD-FR"
66.6666732894276,50,"MO015","EOD-FR"
65.5718743083051,50,"MO015","EOD-FR"
68.5149434744721,50,"MO015","EOD-FR"
66.5426054201501,50,"MO015","EOD-FR"
102.114774627008,51,"MO016","Control"
109.454897656436,51,"MO016","Control"
NA,51,"MO016","Control"
NA,51,"MO016","Control"
102.650380002246,52,"MO016","Control"
108.839035344224,52,"MO016","Control"
105.399841286833,52,"MO016","Control"
NA,52,"MO016","Control"
106.857866756536,53,"MO016","Control"
NA,53,"MO016","Control"
NA,53,"MO016","Control"
NA,53,"MO016","Control"
106.565503384916,54,"MO016","Control"
NA,54,"MO016","Control"
NA,54,"MO016","Control"
NA,54,"MO016","Control"
110.792916710085,55,"MO016","EOD-FR"
113.762397952308,55,"MO016","EOD-FR"
NA,55,"MO016","EOD-FR"
NA,55,"MO016","EOD-FR"
109.891037451941,56,"MO016","EOD-FR"
108.952429675734,56,"MO016","EOD-FR"
107.139877518129,56,"MO016","EOD-FR"
NA,56,"MO016","EOD-FR"
109.501598057533,57,"MO016","EOD-FR"
110.398762352603,57,"MO016","EOD-FR"
NA,57,"MO016","EOD-FR"
NA,57,"MO016","EOD-FR"
114.663003574157,58,"MO016","EOD-FR"
NA,58,"MO016","EOD-FR"
NA,58,"MO016","EOD-FR"
NA,58,"MO016","EOD-FR"
43.2201540781514,59,"MO017","Control"
51.2645564073985,59,"MO017","Control"
51.9964947233896,59,"MO017","Control"
48.6170312144391,59,"MO017","Control"
53.7175822285461,60,"MO017","Control"
49.2191019431942,60,"MO017","Control"
NA,60,"MO017","Control"
NA,60,"MO017","Control"
51.8900026901213,61,"MO017","Control"
51.2152539717869,61,"MO017","Control"
NA,61,"MO017","Control"
NA,61,"MO017","Control"
53.0732686979789,62,"MO017","EOD-FR"
NA,62,"MO017","EOD-FR"
NA,62,"MO017","EOD-FR"
NA,62,"MO017","EOD-FR"
55.65266649819,63,"MO017","EOD-FR"
55.0891003405711,63,"MO017","EOD-FR"
51.1159814525117,63,"MO017","EOD-FR"
49.598850365698,63,"MO017","EOD-FR"
54.5622175370928,64,"MO017","EOD-FR"
55.5860601006161,64,"MO017","EOD-FR"
49.3146536964408,64,"MO017","EOD-FR"
52.5982275141079,64,"MO017","EOD-FR"
57.3899529908332,65,"MO017","EOD-FR"
53.7776348481999,65,"MO017","EOD-FR"
63.377976701574,65,"MO017","EOD-FR"
NA,65,"MO017","EOD-FR"
74.7468646409653,66,"MO021","Control"
78.2640352308789,66,"MO021","Control"
76.0632555937256,66,"MO021","Control"
71.1040793659298,66,"MO021","Control"
70.8233926563268,67,"MO021","Control"
73.8938296734126,67,"MO021","Control"
74.7909658188976,67,"MO021","Control"
78.1025927938241,67,"MO021","Control"
75.2950301523247,68,"MO021","Control"
67.9157203843582,68,"MO021","Control"
79.5104825045742,68,"MO021","Control"
NA,68,"MO021","Control"
66.1063363597939,69,"MO021","Control"
74.0691647957462,69,"MO021","Control"
69.9685675934081,69,"MO021","Control"
70.6511719457785,69,"MO021","Control"
81.3811940584772,70,"MO021","EOD-FR"
79.6955310673551,70,"MO021","EOD-FR"
82.8180589811363,70,"MO021","EOD-FR"
82.7358237889018,70,"MO021","EOD-FR"
81.5456429684843,71,"MO021","EOD-FR"
80.2459032314741,71,"MO021","EOD-FR"
83.8469084442159,71,"MO021","EOD-FR"
86.3626226637848,71,"MO021","EOD-FR"
83.8709607506551,72,"MO021","EOD-FR"
83.8464998548085,72,"MO021","EOD-FR"
90.3588711954069,72,"MO021","EOD-FR"
80.8792729642647,72,"MO021","EOD-FR"
78.1786413505365,73,"MO021","EOD-FR"
79.6950581938969,73,"MO021","EOD-FR"
78.4599707929766,73,"MO021","EOD-FR"
79.6712643185623,73,"MO021","EOD-FR"
102.113476216616,74,"MO022","Control"
105.878292936629,74,"MO022","Control"
NA,74,"MO022","Control"
NA,74,"MO022","Control"
101.001571585628,75,"MO022","Control"
108.425293916766,75,"MO022","Control"
NA,75,"MO022","Control"
NA,75,"MO022","Control"
101.393863080673,76,"MO022","Control"
102.318311254138,76,"MO022","Control"
104.186594373668,76,"MO022","Control"
104.712884517166,76,"MO022","Control"
103.581401992397,77,"MO022","EOD-FR"
NA,77,"MO022","EOD-FR"
NA,77,"MO022","EOD-FR"
NA,77,"MO022","EOD-FR"
111.838953370168,78,"MO022","EOD-FR"
104.861258066127,78,"MO022","EOD-FR"
107.509262515224,78,"MO022","EOD-FR"
NA,78,"MO022","EOD-FR"
109.786331302182,79,"MO022","EOD-FR"
108.064405547688,79,"MO022","EOD-FR"
110.579998274071,79,"MO022","EOD-FR"
NA,79,"MO022","EOD-FR"
102.26013427837,80,"MO022","EOD-FR"
99.8744041724035,80,"MO022","EOD-FR"
NA,80,"MO022","EOD-FR"
NA,80,"MO022","EOD-FR"
62.2521513114602,81,"MO023","Control"
67.1717772686366,81,"MO023","Control"
66.6996930848741,81,"MO023","Control"
NA,81,"MO023","Control"
70.7086865472068,82,"MO023","Control"
68.702490012558,82,"MO023","Control"
NA,82,"MO023","Control"
NA,82,"MO023","Control"
66.936193039337,83,"MO023","Control"
NA,83,"MO023","Control"
NA,83,"MO023","Control"
NA,83,"MO023","Control"
66.1958960786431,84,"MO023","Control"
NA,84,"MO023","Control"
NA,84,"MO023","Control"
NA,84,"MO023","Control"
81.1462960461644,85,"MO023","EOD-FR"
83.2862865801783,85,"MO023","EOD-FR"
83.4591920323529,85,"MO023","EOD-FR"
78.1253289220431,85,"MO023","EOD-FR"
78.2183248952975,86,"MO023","EOD-FR"
NA,86,"MO023","EOD-FR"
NA,86,"MO023","EOD-FR"
NA,86,"MO023","EOD-FR"
68.1045100737636,87,"MO024","Control"
73.4741718227936,87,"MO024","Control"
68.5842760457537,87,"MO024","Control"
64.1320846037865,87,"MO024","Control"
65.0103765390205,88,"MO024","Control"
65.9546104707102,88,"MO024","Control"
63.3287511918355,88,"MO024","Control"
73.2597782661428,88,"MO024","Control"
65.3329040728509,89,"MO024","Control"
66.2381738866577,89,"MO024","Control"
66.7708629642988,89,"MO024","Control"
65.4589249813497,89,"MO024","Control"
73.7115686365927,90,"MO024","Control"
69.7244150155137,90,"MO024","Control"
67.4497519466409,90,"MO024","Control"
NA,90,"MO024","Control"
75.5134658559761,91,"MO024","EOD-FR"
76.4287335973893,91,"MO024","EOD-FR"
72.3545569998353,91,"MO024","EOD-FR"
NA,91,"MO024","EOD-FR"
77.1188682304486,92,"MO024","EOD-FR"
69.4150594718121,92,"MO024","EOD-FR"
73.3939916960833,92,"MO024","EOD-FR"
77.5992274926553,92,"MO024","EOD-FR"
75.1498699960174,93,"MO024","EOD-FR"
78.8485829071515,93,"MO024","EOD-FR"
68.6515512923526,93,"MO024","EOD-FR"
79.8214867524203,93,"MO024","EOD-FR"
77.3357617086396,94,"MO024","EOD-FR"
76.9098334035145,94,"MO024","EOD-FR"
72.5988837281766,94,"MO024","EOD-FR"
NA,94,"MO024","EOD-FR"
101.657837736274,95,"MO025","Control"
98.9258327510385,95,"MO025","Control"
93.3583042969249,95,"MO025","Control"
NA,95,"MO025","Control"
97.2325390058247,96,"MO025","Control"
92.8244806785833,96,"MO025","Control"
NA,96,"MO025","Control"
NA,96,"MO025","Control"
105.59747604019,97,"MO025","Control"
102.04632349813,97,"MO025","Control"
NA,97,"MO025","Control"
NA,97,"MO025","Control"
106.780206951519,98,"MO025","EOD-FR"
102.97054462665,98,"MO025","EOD-FR"
102.030202328407,98,"MO025","EOD-FR"
114.604686361905,98,"MO025","EOD-FR"
106.419030241417,99,"MO025","EOD-FR"
107.138348362695,99,"MO025","EOD-FR"
100.507976569503,99,"MO025","EOD-FR"
NA,99,"MO025","EOD-FR"
106.870690195937,100,"MO025","EOD-FR"
NA,100,"MO025","EOD-FR"
NA,100,"MO025","EOD-FR"
NA,100,"MO025","EOD-FR"
38.1548866079588,101,"MO027","Control"
47.0161301873046,101,"MO027","Control"
43.146029788463,101,"MO027","Control"
NA,101,"MO027","Control"
42.4865914832529,102,"MO027","Control"
48.56908614917,102,"MO027","Control"
NA,102,"MO027","Control"
NA,102,"MO027","Control"
38.3144549023254,103,"MO027","Control"
42.1894272557211,103,"MO027","Control"
43.2421652442274,103,"MO027","Control"
39.364786876291,103,"MO027","Control"
39.0564687271328,104,"MO027","Control"
37.9302293423998,104,"MO027","Control"
39.116563371947,104,"MO027","Control"
46.0042942451001,104,"MO027","Control"
54.8222070161076,105,"MO027","EOD-FR"
46.5526359897684,105,"MO027","EOD-FR"
55.2646957787651,105,"MO027","EOD-FR"
46.8174194460868,105,"MO027","EOD-FR"
50.4654570613073,106,"MO027","EOD-FR"
51.3779916460197,106,"MO027","EOD-FR"
47.9191161988704,106,"MO027","EOD-FR"
NA,106,"MO027","EOD-FR"
47.4053628712536,107,"MO027","EOD-FR"
46.1408180759134,107,"MO027","EOD-FR"
51.0122013900797,107,"MO027","EOD-FR"
NA,107,"MO027","EOD-FR"
44.9647218666202,108,"MO027","EOD-FR"
58.7814087042821,108,"MO027","EOD-FR"
53.9524370439639,108,"MO027","EOD-FR"
NA,108,"MO027","EOD-FR"
47.5045668009042,109,"MO028","Control"
45.4266949868625,109,"MO028","Control"
52.2797773265547,109,"MO028","Control"
47.9478345498809,109,"MO028","Control"
48.6297860765162,110,"MO028","Control"
45.9213145263841,110,"MO028","Control"
49.2125501899887,110,"MO028","Control"
NA,110,"MO028","Control"
45.4899264303866,111,"MO028","Control"
52.799392389352,111,"MO028","Control"
47.9817889619906,111,"MO028","Control"
NA,111,"MO028","Control"
39.3653057747244,112,"MO028","Control"
40.9978884747362,112,"MO028","Control"
NA,112,"MO028","Control"
NA,112,"MO028","Control"
60.9606475949305,113,"MO028","EOD-FR"
54.9639659328588,113,"MO028","EOD-FR"
NA,113,"MO028","EOD-FR"
NA,113,"MO028","EOD-FR"
51.2930823879555,114,"MO028","EOD-FR"
60.5324173922121,114,"MO028","EOD-FR"
NA,114,"MO028","EOD-FR"
NA,114,"MO028","EOD-FR"
60.0292314214139,115,"MO028","EOD-FR"
54.6034435328971,115,"MO028","EOD-FR"
55.3311740449053,115,"MO028","EOD-FR"
NA,115,"MO028","EOD-FR"
54.426546297329,116,"MO028","EOD-FR"
58.3106038426802,116,"MO028","EOD-FR"
54.9916497950161,116,"MO028","EOD-FR"
NA,116,"MO028","EOD-FR"
55.9155878290341,117,"MO029","Control"
45.7152263334252,117,"MO029","Control"
50.0963522129207,117,"MO029","Control"
NA,117,"MO029","Control"
52.8844529273481,118,"MO029","Control"
43.087198867067,118,"MO029","Control"
54.0191647783403,118,"MO029","Control"
NA,118,"MO029","Control"
43.2519624252991,119,"MO029","Control"
47.3787182025576,119,"MO029","Control"
NA,119,"MO029","Control"
NA,119,"MO029","Control"
44.9719313157338,120,"MO029","Control"
44.0651904469024,120,"MO029","Control"
45.0312008402722,120,"MO029","Control"
41.8512069316325,120,"MO029","Control"
58.1793697717323,121,"MO029","EOD-FR"
56.7949048821685,121,"MO029","EOD-FR"
NA,121,"MO029","EOD-FR"
NA,121,"MO029","EOD-FR"
50.1241833836634,122,"MO029","EOD-FR"
49.0228028138209,122,"MO029","EOD-FR"
49.2644823404005,122,"MO029","EOD-FR"
56.2001450969379,122,"MO029","EOD-FR"
54.7110357121327,123,"MO029","EOD-FR"
52.2778650219695,123,"MO029","EOD-FR"
54.8872910226333,123,"MO029","EOD-FR"
48.3197521637305,123,"MO029","EOD-FR"
54.441576238484,124,"MO029","EOD-FR"
52.2578124920196,124,"MO029","EOD-FR"
53.7600969492388,124,"MO029","EOD-FR"
60.6159446817206,124,"MO029","EOD-FR"
99.8879700057181,125,"MO030","Control"
100.722604133036,125,"MO030","Control"
101.637386831282,125,"MO030","Control"
NA,125,"MO030","Control"
98.7001576946623,126,"MO030","Control"
103.313610297615,126,"MO030","Control"
96.5360717670311,126,"MO030","Control"
NA,126,"MO030","Control"
98.8354718452006,127,"MO030","Control"
102.067586694285,127,"MO030","Control"
96.0613826614898,127,"MO030","Control"
NA,127,"MO030","Control"
105.441349680751,128,"MO030","Control"
100.927203638583,128,"MO030","Control"
103.563241287842,128,"MO030","Control"
109.624880855259,128,"MO030","Control"
114.149112356803,129,"MO030","EOD-FR"
111.566924295951,129,"MO030","EOD-FR"
114.431630017999,129,"MO030","EOD-FR"
112.664412483809,129,"MO030","EOD-FR"
105.63087824518,130,"MO030","EOD-FR"
109.425251021017,130,"MO030","EOD-FR"
108.071712054101,130,"MO030","EOD-FR"
114.603133449247,130,"MO030","EOD-FR"
108.288758960955,131,"MO030","EOD-FR"
107.391979659488,131,"MO030","EOD-FR"
NA,131,"MO030","EOD-FR"
NA,131,"MO030","EOD-FR"
112.271396463392,132,"MO030","EOD-FR"
114.493985102593,132,"MO030","EOD-FR"
115.002733992754,132,"MO030","EOD-FR"
NA,132,"MO030","EOD-FR"
57.6099995309762,133,"MO031","Control"
54.0686043816207,133,"MO031","Control"
61.9718072313114,133,"MO031","Control"
NA,133,"MO031","Control"
61.9901025189528,134,"MO031","Control"
55.9839050099578,134,"MO031","Control"
61.9576565726871,134,"MO031","Control"
NA,134,"MO031","Control"
51.119997204209,135,"MO031","Control"
56.93291788629,135,"MO031","Control"
58.0384222199988,135,"MO031","Control"
NA,135,"MO031","Control"
66.6112410474542,136,"MO031","Control"
68.2069110059067,136,"MO031","Control"
NA,136,"MO031","Control"
NA,136,"MO031","Control"
68.6786326454649,137,"MO031","EOD-FR"
NA,137,"MO031","EOD-FR"
NA,137,"MO031","EOD-FR"
NA,137,"MO031","EOD-FR"
64.9736290831659,138,"MO031","EOD-FR"
67.1719197629007,138,"MO031","EOD-FR"
NA,138,"MO031","EOD-FR"
NA,138,"MO031","EOD-FR"
67.2957018187656,139,"MO031","EOD-FR"
64.508260646886,139,"MO031","EOD-FR"
67.5821663369668,139,"MO031","EOD-FR"
68.0769849458557,139,"MO031","EOD-FR"
62.677464644695,140,"MO031","EOD-FR"
62.27901911912,140,"MO031","EOD-FR"
NA,140,"MO031","EOD-FR"
NA,140,"MO031","EOD-FR"
46.5159286580865,141,"MO032","Control"
44.1870629534159,141,"MO032","Control"
43.6230873379713,141,"MO032","Control"
NA,141,"MO032","Control"
53.4756140586221,142,"MO032","Control"
46.9220843061367,142,"MO032","Control"
NA,142,"MO032","Control"
NA,142,"MO032","Control"
42.2245031860281,143,"MO032","Control"
41.9704319222856,143,"MO032","Control"
NA,143,"MO032","Control"
NA,143,"MO032","Control"
53.8793686386287,144,"MO032","Control"
50.8706359136853,144,"MO032","Control"
NA,144,"MO032","Control"
NA,144,"MO032","Control"
57.6012991993349,145,"MO032","EOD-FR"
54.9029654282778,145,"MO032","EOD-FR"
58.7971953028761,145,"MO032","EOD-FR"
60.0515758810182,145,"MO032","EOD-FR"
60.0671226907132,146,"MO032","EOD-FR"
57.418210651539,146,"MO032","EOD-FR"
60.9224926661383,146,"MO032","EOD-FR"
62.4716234670642,146,"MO032","EOD-FR"
53.4098903039458,147,"MO032","EOD-FR"
52.542359693469,147,"MO032","EOD-FR"
55.3830430033162,147,"MO032","EOD-FR"
55.1412587256849,147,"MO032","EOD-FR"
57.3182144222018,148,"MO032","EOD-FR"
55.1881515993907,148,"MO032","EOD-FR"
56.9008631901001,148,"MO032","EOD-FR"
NA,148,"MO032","EOD-FR"
65.502598022616,149,"MO033","Control"
70.6284910093387,149,"MO033","Control"
65.7543999613921,149,"MO033","Control"
66.2131314794434,149,"MO033","Control"
61.5101658542883,150,"MO033","Control"
67.2822944704371,150,"MO033","Control"
62.6136275062159,150,"MO033","Control"
NA,150,"MO033","Control"
67.3461961032378,151,"MO033","Control"
66.1804947453018,151,"MO033","Control"
70.2871628381332,151,"MO033","Control"
69.9983784295666,151,"MO033","Control"
59.0879469893059,152,"MO033","Control"
65.0194037418002,152,"MO033","Control"
58.5201804196239,152,"MO033","Control"
NA,152,"MO033","Control"
77.852387547326,153,"MO033","EOD-FR"
69.887871532473,153,"MO033","EOD-FR"
NA,153,"MO033","EOD-FR"
NA,153,"MO033","EOD-FR"
71.4290531703856,154,"MO033","EOD-FR"
74.4902166570817,154,"MO033","EOD-FR"
75.1768283727916,154,"MO033","EOD-FR"
68.1945677375118,154,"MO033","EOD-FR"
78.5782478897516,155,"MO033","EOD-FR"
75.3308194170167,155,"MO033","EOD-FR"
74.6654713173722,155,"MO033","EOD-FR"
NA,155,"MO033","EOD-FR"
76.8768925386954,156,"MO033","EOD-FR"
78.0432419347148,156,"MO033","EOD-FR"
NA,156,"MO033","EOD-FR"
NA,156,"MO033","EOD-FR"
110.409701732173,157,"MO035","Control"
103.379665068854,157,"MO035","Control"
106.203575474631,157,"MO035","Control"
106.023731671629,157,"MO035","Control"
95.6436159797546,158,"MO035","Control"
102.446988549396,158,"MO035","Control"
NA,158,"MO035","Control"
NA,158,"MO035","Control"
104.15526715686,159,"MO035","Control"
100.378540271879,159,"MO035","Control"
104.432717112225,159,"MO035","Control"
NA,159,"MO035","Control"
101.244245759627,160,"MO035","Control"
98.1731537121424,160,"MO035","Control"
NA,160,"MO035","Control"
NA,160,"MO035","Control"
114.133062703207,161,"MO035","EOD-FR"
NA,161,"MO035","EOD-FR"
NA,161,"MO035","EOD-FR"
NA,161,"MO035","EOD-FR"
112.919369677798,162,"MO035","EOD-FR"
117.024435376692,162,"MO035","EOD-FR"
110.632945174345,162,"MO035","EOD-FR"
107.571025828181,162,"MO035","EOD-FR"
107.320878156413,163,"MO035","EOD-FR"
107.577022734456,163,"MO035","EOD-FR"
109.216415688959,163,"MO035","EOD-FR"
109.96614373122,163,"MO035","EOD-FR"
112.117593368762,164,"MO035","EOD-FR"
105.977490817128,164,"MO035","EOD-FR"
115.304007922477,164,"MO035","EOD-FR"
NA,164,"MO035","EOD-FR"
49.8091388714737,165,"MO039","Control"
43.3158752904357,165,"MO039","Control"
45.377640181246,165,"MO039","Control"
47.3912122384567,165,"MO039","Control"
53.6294019786463,166,"MO039","Control"
46.6086909380759,166,"MO039","Control"
52.2008815556558,166,"MO039","Control"
NA,166,"MO039","Control"
50.9313417439711,167,"MO039","Control"
43.1966758291117,167,"MO039","Control"
39.9861019288658,167,"MO039","Control"
NA,167,"MO039","Control"
58.5350941416721,168,"MO039","Control"
53.6959222959889,168,"MO039","Control"
56.3824548561411,168,"MO039","Control"
NA,168,"MO039","Control"
61.6337221950295,169,"MO039","EOD-FR"
59.857305255615,169,"MO039","EOD-FR"
62.6760225890995,169,"MO039","EOD-FR"
57.4540747432031,169,"MO039","EOD-FR"
56.2157402299239,170,"MO039","EOD-FR"
59.8898487719782,170,"MO039","EOD-FR"
57.4363466845831,170,"MO039","EOD-FR"
NA,170,"MO039","EOD-FR"
59.8281874513038,171,"MO039","EOD-FR"
63.101923827622,171,"MO039","EOD-FR"
60.2433696042633,171,"MO039","EOD-FR"
59.3872064662878,171,"MO039","EOD-FR"
54.3440209475952,172,"MO039","EOD-FR"
55.6615100102644,172,"MO039","EOD-FR"
65.4912667259848,172,"MO039","EOD-FR"
NA,172,"MO039","EOD-FR"
41.5599411668113,173,"MO040","Control"
46.7396223973608,173,"MO040","Control"
39.250164147403,173,"MO040","Control"
40.4179728306915,173,"MO040","Control"
39.4015593115386,174,"MO040","Control"
33.5389046789809,174,"MO040","Control"
37.3551248988928,174,"MO040","Control"
NA,174,"MO040","Control"
43.8290527916539,175,"MO040","Control"
37.5786620184699,175,"MO040","Control"
50.1061121180518,175,"MO040","Control"
NA,175,"MO040","Control"
46.2996323328565,176,"MO040","Control"
43.1918588906469,176,"MO040","Control"
NA,176,"MO040","Control"
NA,176,"MO040","Control"
58.6530408193877,177,"MO040","EOD-FR"
51.7112083050262,177,"MO040","EOD-FR"
57.4425273397008,177,"MO040","EOD-FR"
53.4583651339143,177,"MO040","EOD-FR"
53.7938876399382,178,"MO040","EOD-FR"
55.5774507043172,178,"MO040","EOD-FR"
54.9921208734395,178,"MO040","EOD-FR"
